Date,closing price
2022-01-01,104.96714153011233
2022-01-02,98.61735698828815
2022-01-03,106.47688538100692
2022-01-04,115.23029856408026
2022-01-05,97.65846625276664
2022-01-06,97.6586304305082
2022-01-07,115.79212815507391
2022-01-08,107.67434729152909
2022-01-09,95.30525614065049
2022-01-10,105.42560043585965
2022-01-11,95.36582307187538
2022-01-12,95.34270246429743
2022-01-13,102.41962271566034
2022-01-14,80.86719755342202
2022-01-15,82.75082167486967
2022-01-16,94.37712470759027
2022-01-17,89.87168879665576
2022-01-18,103.14247332595274
2022-01-19,90.91975924478788
2022-01-20,85.87696298664709
2022-01-21,114.65648768921554
2022-01-22,97.74223699513465
2022-01-23,100.67528204687923
2022-01-24,85.75251813786544
2022-01-25,94.55617275474818
2022-01-26,101.10922589709867
2022-01-27,88.49006422577698
2022-01-28,103.75698018345672
2022-01-29,93.99361310081196
2022-01-30,97.08306250206724
2022-01-31,93.98293387770603
2022-02-01,118.52278184508938
2022-02-02,99.86502775262066
2022-02-03,89.422890710441
2022-02-04,108.22544912103189
2022-02-05,87.79156350028978
2022-02-06,102.08863595004756
2022-02-07,80.40329876120225
2022-02-08,86.71813951101569
2022-02-09,101.96861235869123
2022-02-10,249.3988326519779
2022-02-11,101.7136828118997
2022-02-12,98.8435171761176
2022-02-13,96.98896304410711
2022-02-14,85.21478009632573
2022-02-15,92.80155791605291
2022-02-16,95.39361229040213
2022-02-17,110.57122226218915
2022-02-18,103.43618289568461
2022-02-19,82.36959844637266
2022-02-20,103.24083969394795
2022-02-21,96.14917719583684
2022-02-22,93.23077999694041
2022-02-23,106.11676288840867
2022-02-24,110.30999522495951
2022-02-25,109.31280119116198
2022-02-26,91.60782476777362
2022-02-27,96.90787624148786
2022-02-28,103.31263431403563
2022-03-01,109.75545127122359
2022-03-02,95.2082576215471
2022-03-03,98.14341023336183
2022-03-04,88.93665025993971
2022-03-05,88.0379337591933
2022-03-06,108.12525822394198
2022-03-07,113.56240028570824
2022-03-08,99.27989878419666
2022-03-09,110.03532897892023
2022-03-10,103.61636025047635
2022-03-11,93.54880245394875
2022-03-12,103.61395605508415
2022-03-13,115.38036566465969
2022-03-14,99.64173960890048
2022-03-15,115.64643655814007
2022-03-16,73.80254895910255
2022-03-17,108.21902504375224
2022-03-18,100.87047068238171
2022-03-19,97.00992649534132
2022-03-20,100.91760776535503
2022-03-21,80.12431085399108
2022-03-22,276.11855788897566
2022-03-23,103.57112571511746
2022-03-24,114.77894044741517
2022-03-25,94.81729781726352
2022-03-26,91.91506397106812
2022-03-27,94.98242956415463
2022-03-28,109.15402117702074
2022-03-29,103.28751109659684
2022-03-30,94.70239796232961
2022-03-31,105.13267433113356
2022-04-01,261.2854674867832
2022-04-02,109.68644990532889
2022-04-03,92.97946906122648
2022-04-04,96.72337853402232
2022-04-05,96.07891846867842
2022-04-06,85.36485051867882
2022-04-07,102.96120277064576
2022-04-08,102.6105527217989
2022-04-09,100.05113456642461
2022-04-10,97.65412866624852
2022-04-11,85.84629257949585
2022-04-12,95.79354677234642
2022-04-13,96.57285483473231
2022-04-14,91.9772273077838
2022-04-15,98.3871428833399
2022-04-16,104.04050856814538
2022-04-17,118.8618590121053
2022-04-18,101.74577812831839
2022-04-19,102.57550390722764
2022-04-20,99.25554084233833
2022-04-21,80.81228784700959
2022-04-22,99.73486124550783
2022-04-23,100.60230209941027
2022-04-24,124.63242112485287
2022-04-25,98.07639035218878
2022-04-26,103.01547342333612
2022-04-27,99.65288230294756
2022-04-28,88.31321962380468
2022-04-29,111.4282281451502
2022-04-30,107.51933032686775
2022-05-01,107.91031947043047
2022-05-02,90.9061254520526
2022-05-03,114.02794310936099
2022-05-04,85.98148937207719
2022-05-05,105.8685709380027
2022-05-06,121.90455625809979
2022-05-07,90.09463674869312
2022-05-08,94.33702270397228
2022-05-09,100.99651365087641
2022-05-10,94.965243458838
2022-05-11,84.49336568933867
2022-05-12,100.68562974806028
2022-05-13,89.37696286273895
2022-05-14,104.73592430635182
2022-05-15,90.80575765766197
2022-05-16,115.4993440501754
2022-05-17,92.16746707663764
2022-05-18,96.77938483794324
2022-05-19,108.1351721736967
2022-05-20,87.69135683566044
2022-05-21,102.2745993460413
2022-05-22,113.07142754282428
2022-05-23,83.92516765438772
2022-05-24,101.84633858532304
2022-05-25,102.59882794248423
2022-05-26,107.81822871777311
2022-05-27,87.63049289121918
2022-05-28,86.79543386915724
2022-05-29,105.21941565616898
2022-05-30,102.96984673233186
2022-05-31,102.50492850345877
2022-06-01,103.46448209496975
2022-06-02,93.1997527842151
2022-06-03,102.32253697161003
2022-06-04,102.93072473298682
2022-06-05,92.85648581973632
2022-06-06,118.65774511144757
2022-06-07,104.73832920911788
2022-06-08,88.08696502797352
2022-06-09,106.5655360863383
2022-06-10,90.25318329772679
2022-06-11,107.87084603742451
2022-06-12,111.58595579007404
2022-06-13,91.7931768164829
2022-06-14,109.63376129244321
2022-06-15,104.12780926936499
2022-06-16,108.2206015999449
2022-06-17,118.96792982653947
2022-06-18,97.5461188399713
2022-06-19,165.21095256461268
2022-06-20,91.10485570374476
2022-06-21,91.84189715034562
2022-06-22,99.22898290585896
2022-06-23,103.41151974816644
2022-06-24,102.7669079933002
2022-06-25,108.27183249036024
2022-06-26,100.13001891877907
2022-06-27,114.53534077157317
2022-06-28,97.35343166762044
2022-06-29,127.20169166589619
2022-06-30,106.25667347765007
2022-07-01,169.61586115095758
2022-07-02,89.29107501938887
2022-07-03,104.82472415243186
2022-07-04,97.7653721467415
2022-07-05,107.14000494092092
2022-07-06,104.73237624573545
2022-07-07,99.27171087343127
2022-07-08,91.53206281931595
2022-07-09,84.85152775314135
2022-07-10,95.53485047932979
2022-07-11,108.56398794323472
2022-07-12,102.14093744130204
2022-07-13,87.54261221288012
2022-07-14,101.73180925851182
2022-07-15,103.85317379728836
2022-07-16,91.16142563798867
2022-07-17,101.53725105945527
2022-07-18,210.2338391850858
2022-07-19,88.57029702169376
2022-07-20,103.57787360348283
2022-07-21,105.60784526368235
2022-07-22,110.83051243175277
2022-07-23,110.53802052034902
2022-07-24,86.22330632042909
2022-07-25,90.62174960084877
2022-07-26,105.1503526720866
2022-07-27,105.1378595091221
2022-07-28,105.15047686306048
2022-07-29,138.52731490654722
2022-07-30,105.70890510693167
2022-07-31,111.35565640180599
2022-08-01,109.54001763493203
2022-08-02,106.51391251305797
2022-08-03,96.84730755359655
2022-08-04,107.58969220493267
2022-08-05,92.27174785462428
2022-08-06,97.63181393259991
2022-08-07,95.14636452170896
2022-08-08,100.81874139386322
2022-08-09,123.14658566673509
2022-08-10,163.2560840730997
2022-08-11,106.86260190374513
2022-08-12,83.87284128810349
2022-08-13,232.16454499392069
2022-08-14,110.88950596967366
2022-08-15,100.64280019095463
2022-08-16,89.22255222070694
2022-08-17,92.84696290740033
2022-08-18,106.79597748934675
2022-08-19,92.69633368282864
2022-08-20,102.16458589581976
2022-08-21,100.45571839903813
2022-08-22,93.48399652394183
2022-08-23,121.43944089325325
2022-08-24,106.33919022318011
2022-08-25,79.74857413342393
2022-08-26,101.86454314769428
2022-08-27,93.38213535231613
2022-08-28,108.52433334796224
2022-08-29,92.07479261567299
2022-08-30,98.85263558533102
2022-08-31,105.04987278980457
2022-09-01,108.65755194170121
2022-09-02,151.1302989182448
2022-09-03,96.65498764159051
2022-09-04,95.25054688839043
2022-09-05,93.46670767426288
2022-09-06,117.65454240281096
2022-09-07,104.04981710960955
2022-09-08,87.39116045664954
2022-09-09,109.17861947054776
2022-09-10,121.22156197012633
2022-09-11,110.32465260551147
2022-09-12,84.80630034045987
2022-09-13,95.15765927133748
2022-09-14,112.66911149186623
2022-09-15,92.92330534381219
2022-09-16,104.43819428146229
2022-09-17,107.74634053429337
2022-09-18,90.73069528421917
2022-09-19,99.404746439382
2022-09-20,67.58732659930928
2022-09-21,89.7561235866571
2022-09-22,97.4743184860684
2022-09-23,87.5221681803515
2022-09-24,116.32411303931636
2022-09-25,85.69858622039368
2022-09-26,95.59955513303017
2022-09-27,101.30740577286092
2022-09-28,114.41273289066116
2022-09-29,85.6413784882056
2022-09-30,111.63163752154959
2022-10-01,100.10233061019586
2022-10-02,90.18491348952048
2022-10-03,104.6210347426327
2022-10-04,101.9905969557347
2022-10-05,93.99783122841205
2022-10-06,100.69802084990019
2022-10-07,96.14686403138239
2022-10-08,101.13517345251248
2022-10-09,106.62130674521046
2022-10-10,115.86016816145352
2022-10-11,87.62184501173151
2022-10-12,121.33033374656267
2022-10-13,80.47912200477498
2022-10-14,98.48214904964416
2022-10-15,105.88317206484577
2022-10-16,102.80991867735032
2022-10-17,93.77300480179406
2022-10-18,97.91877749642725
2022-10-19,95.06999065341168
2022-10-20,94.10635243055789
2022-10-21,108.49602097021025
2022-10-22,103.57015485965047
2022-10-23,93.07090404739346
2022-10-24,108.9959987543325
2022-10-25,103.07299520876609
2022-10-26,108.1286211883896
2022-10-27,106.29628841923612
2022-10-28,91.71004989077927
2022-10-29,94.3981895980303
2022-10-30,107.47293605123262
2022-10-31,106.10370265433465
2022-11-01,99.79098406035853
2022-11-02,101.17327383308782
2022-11-03,112.77664895788425
2022-11-04,94.0842861116417
2022-11-05,105.47097381170038
2022-11-06,97.97807347566106
2022-11-07,97.82318796772779
2022-11-08,110.9877685198719
2022-11-09,108.2541634898803
2022-11-10,108.13509636000639
2022-11-11,113.05478807154329
2022-11-12,100.21003841632759
2022-11-13,106.81952971294965
2022-11-14,96.89733243406543
2022-11-15,103.24166352488442
2022-11-16,98.69856945632316
2022-11-17,100.96995964992718
2022-11-18,105.95157025436913
2022-11-19,91.81779316766527
2022-11-20,120.9238727568546
2022-11-21,89.93982618500299
2022-11-22,87.85811387212269
2022-11-23,111.58110873500068
2022-11-24,107.91662693962935
2022-11-25,106.24119817052156
2022-11-26,106.2834550926428
2022-11-27,99.87753227153085
2022-11-28,91.02745628514168
2022-11-29,261.8372224363675
2022-11-30,93.22838288487888
2022-12-01,109.7511973341775
2022-12-02,98.52942618497862
2022-12-03,91.74502803207488
2022-12-04,96.78614158347007
2022-12-05,104.12931454275625
2022-12-06,94.36275447196026
2022-12-07,91.77779604433569
