Date,Closing Price,Smoothed Closing Price
2022-01-01,104.96714153011231,104.96714153011231
2022-01-02,98.61735698828817,98.61735698828817
2022-01-03,106.47688538100692,106.47688538100692
2022-01-04,115.23029856408026,115.23029856408026
2022-01-05,97.65846625276664,97.65846625276664
2022-01-06,97.6586304305082,97.6586304305082
2022-01-07,115.79212815507393,115.79212815507393
2022-01-08,107.67434729152907,107.67434729152907
2022-01-09,95.30525614065049,95.30525614065049
2022-01-10,105.42560043585964,105.42560043585964
2022-01-11,95.36582307187538,95.36582307187538
2022-01-12,95.34270246429745,95.34270246429745
2022-01-13,102.41962271566034,102.41962271566034
2022-01-14,80.86719755342202,80.86719755342202
2022-01-15,82.75082167486967,82.75082167486967
2022-01-16,94.37712470759028,94.37712470759028
2022-01-17,89.87168879665576,89.87168879665576
2022-01-18,103.14247332595274,103.14247332595274
2022-01-19,90.91975924478788,90.91975924478788
2022-01-20,85.87696298664709,85.87696298664709
2022-01-21,114.65648768921554,114.65648768921554
2022-01-22,97.74223699513465,97.74223699513465
2022-01-23,100.67528204687925,100.67528204687925
2022-01-24,85.75251813786544,85.75251813786544
2022-01-25,94.55617275474818,94.55617275474818
2022-01-26,101.10922589709868,101.10922589709868
2022-01-27,88.49006422577698,88.49006422577698
2022-01-28,103.75698018345672,103.75698018345672
2022-01-29,93.99361310081196,93.99361310081196
2022-01-30,97.08306250206724,97.08306250206724
2022-01-31,93.98293387770605,93.98293387770605
2022-02-01,118.52278184508938,118.52278184508938
2022-02-02,99.86502775262066,99.86502775262066
2022-02-03,89.422890710441,89.422890710441
2022-02-04,108.22544912103189,108.22544912103189
2022-02-05,87.79156350028978,87.79156350028978
2022-02-06,102.08863595004756,102.08863595004756
2022-02-07,80.40329876120225,80.40329876120225
2022-02-08,86.71813951101569,86.71813951101569
2022-02-09,101.96861235869125,101.96861235869125
2022-02-10,249.3988326519779,104.28606414896326
2022-02-11,101.7136828118997,101.7136828118997
2022-02-12,98.8435171761176,98.8435171761176
2022-02-13,96.98896304410712,96.98896304410712
2022-02-14,85.21478009632573,85.21478009632573
2022-02-15,92.80155791605291,92.80155791605291
2022-02-16,95.39361229040212,95.39361229040212
2022-02-17,110.57122226218917,110.57122226218917
2022-02-18,103.4361828956846,103.4361828956846
2022-02-19,82.36959844637266,82.36959844637266
2022-02-20,103.24083969394796,103.24083969394796
2022-02-21,96.14917719583684,96.14917719583684
2022-02-22,93.2307799969404,93.2307799969404
2022-02-23,106.11676288840869,106.11676288840869
2022-02-24,110.30999522495952,110.30999522495952
2022-02-25,109.31280119116198,109.31280119116198
2022-02-26,91.60782476777362,91.60782476777362
2022-02-27,96.90787624148786,96.90787624148786
2022-02-28,103.31263431403563,103.31263431403563
2022-03-01,109.7554512712236,109.7554512712236
2022-03-02,95.2082576215471,95.2082576215471
2022-03-03,98.14341023336183,98.14341023336183
2022-03-04,88.93665025993971,88.93665025993971
2022-03-05,88.0379337591933,88.0379337591933
2022-03-06,108.12525822394198,108.12525822394198
2022-03-07,113.56240028570824,113.56240028570824
2022-03-08,99.27989878419666,99.27989878419666
2022-03-09,110.03532897892023,110.03532897892023
2022-03-10,103.61636025047636,103.61636025047636
2022-03-11,93.54880245394877,93.54880245394877
2022-03-12,103.61395605508416,103.61395605508416
2022-03-13,115.38036566465968,115.38036566465968
2022-03-14,99.64173960890048,99.64173960890048
2022-03-15,115.64643655814008,115.64643655814008
2022-03-16,73.80254895910255,73.80254895910255
2022-03-17,108.21902504375224,108.21902504375224
2022-03-18,100.87047068238172,100.87047068238172
2022-03-19,97.00992649534132,97.00992649534132
2022-03-20,100.91760776535504,100.91760776535504
2022-03-21,80.12431085399108,80.12431085399108
2022-03-22,276.11855788897566,109.1843203828892
2022-03-23,103.57112571511746,103.57112571511746
2022-03-24,114.77894044741517,114.77894044741517
2022-03-25,94.81729781726352,94.81729781726352
2022-03-26,91.91506397106812,91.91506397106812
2022-03-27,94.98242956415464,94.98242956415464
2022-03-28,109.15402117702074,109.15402117702074
2022-03-29,103.28751109659684,103.28751109659684
2022-03-30,94.7023979623296,94.7023979623296
2022-03-31,105.13267433113356,105.13267433113356
2022-04-01,261.2854674867832,261.2854674867832
2022-04-02,109.68644990532889,109.68644990532889
2022-04-03,92.97946906122648,92.97946906122648
2022-04-04,96.72337853402232,96.72337853402232
2022-04-05,96.07891846867842,96.07891846867842
2022-04-06,85.36485051867882,85.36485051867882
2022-04-07,102.96120277064576,102.96120277064576
2022-04-08,102.6105527217989,102.6105527217989
2022-04-09,100.0511345664246,100.0511345664246
2022-04-10,97.65412866624852,97.65412866624852
2022-04-11,85.84629257949585,85.84629257949585
2022-04-12,95.79354677234642,95.79354677234642
2022-04-13,96.57285483473233,96.57285483473233
2022-04-14,91.9772273077838,91.9772273077838
2022-04-15,98.3871428833399,98.3871428833399
2022-04-16,104.04050856814538,104.04050856814538
2022-04-17,118.8618590121053,118.8618590121053
2022-04-18,101.7457781283184,101.7457781283184
2022-04-19,102.57550390722764,102.57550390722764
2022-04-20,99.25554084233832,99.25554084233832
2022-04-21,80.81228784700959,80.81228784700959
2022-04-22,99.73486124550784,99.73486124550784
2022-04-23,100.60230209941028,100.60230209941028
2022-04-24,124.63242112485288,124.63242112485288
2022-04-25,98.07639035218878,98.07639035218878
2022-04-26,103.01547342333612,103.01547342333612
2022-04-27,99.65288230294756,99.65288230294756
2022-04-28,88.31321962380468,88.31321962380468
2022-04-29,111.4282281451502,111.4282281451502
2022-04-30,107.51933032686776,107.51933032686776
2022-05-01,107.91031947043048,107.91031947043048
2022-05-02,90.9061254520526,90.9061254520526
2022-05-03,114.027943109361,114.027943109361
2022-05-04,85.98148937207719,85.98148937207719
2022-05-05,105.8685709380027,105.8685709380027
2022-05-06,121.9045562580998,121.9045562580998
2022-05-07,90.09463674869312,90.09463674869312
2022-05-08,94.33702270397228,94.33702270397228
2022-05-09,100.9965136508764,100.9965136508764
2022-05-10,94.965243458838,94.965243458838
