912,0,198
912,814,83
912,1533,139
912,1100,136
0,867,140
0,912,198
0,1503,62
1533,912,139
1068,1993,200
1068,397,45
942,1407,112
942,596,176
942,1222,116
1003,831,412
1003,520,772
77,1814,390
1408,2046,110
1408,128,145
1408,512,140
1408,994,162
226,1128,165
788,1062,42
788,450,72
1062,1249,222
1062,788,42
1062,627,318
2007,486,57
2007,508,106
2007,1168,364
1342,486,53
1342,76,87
1342,2023,94
76,1342,87
76,617,186
1531,1635,395
1531,356,87
1531,980,110
1531,133,179
727,1766,9
727,1734,89
727,1764,144
1107,975,146
1107,662,48
1107,1041,66
550,1903,270
550,1462,65
550,1235,130
550,1850,133
333,1146,215
333,1852,170
333,383,127
333,61,113
1210,1442,174
1210,1088,123
1422,1406,60
1422,46,105
2005,1572,192
2005,225,50
2005,1177,166
2005,1891,39
756,46,293
756,640,144
1845,1088,212
2016,1092,13
2016,1598,176
2016,383,153
1478,864,149
1478,443,239
1478,385,124
1478,1965,131
1700,1699,141
1700,1965,138
1700,1503,147
1534,1295,36
1534,1874,55
893,1237,124
893,1053,120
893,985,107
1137,821,368
1137,324,154
1137,1588,169
1873,1575,133
1873,1892,77
1873,1855,137
1575,1902,195
1575,1024,95
1575,1873,133
613,433,280
613,538,183
613,1493,131
1152,1619,199
1152,823,162
1152,525,194
1152,716,93
1619,525,288
1619,1152,199
1619,1927,62
1663,2045,98
1663,1927,146
1663,1412,88
2045,627,96
2045,1663,98
2045,16,132
1738,1825,61
1738,16,218
300,1825,85
1855,324,241
1855,1902,138
1855,1873,137
1855,215,119
1092,2016,13
1092,386,253
1092,2023,241
1628,870,280
1628,938,84
1927,1663,146
1927,1619,62
1927,1723,123
846,731,155
846,869,165
846,882,146
846,196,317
1299,1370,162
1299,731,383
1299,1928,137
1370,1083,124
1370,1101,258
1370,1299,162
1522,509,221
1522,1101,173
1522,229,263
229,14,246
229,334,1235
229,1522,263
2010,1415,68
2010,782,305
1803,294,16
1803,782,62
1803,1415,304
2001,1909,81
2001,1246,976
481,2063,10
481,1642,125
42,455,150
42,991,131
991,1074,101
991,42,131
991,1072,276
1455,1703,97
1455,876,29
1455,966,107
71,1789,353
1789,1440,71
4,2062,140
4,370,204
4,675,128
232,291,222
232,78,92
232,2019,190
232,1923,99
439,181,358
1378,1010,111
107,1288,238
107,1105,137
107,453,154
107,1714,140
1743,1727,180
1743,218,157
1743,1002,134
809,1567,378
809,218,149
809,1710,90
809,892,101
688,522,76
688,280,133
688,1879,123
1906,1260,152
1906,1230,143
1906,1694,87
1906,1025,95
220,1375,72
1274,56,32
1274,1691,400
1274,32,381
1274,1432,127
1432,1511,119
1432,980,118
1432,308,394
1432,1274,127
1902,1575,195
1902,996,96
1902,1855,138
521,1847,229
1419,691,284
1419,870,631
218,1433,131
218,479,544
218,1743,157
218,809,149
1864,2048,104
1864,1185,149
1935,492,33
1935,1324,36
1935,17,18
251,492,472
251,1875,152
251,1199,138
251,1039,195
677,242,155
677,322,136
341,1667,167
341,435,106
341,994,174
403,150,291
1039,1755,140
1039,1045,159
1039,251,195
1216,1003,669
653,1125,124
653,1765,108
653,470,354
470,653,354
470,340,126
470,1963,327
1922,1338,342
1922,1270,106
1922,1002,190
1922,1084,125
263,609,96
263,1779,95
273,1485,230
273,1238,104
273,1453,106
273,1402,103
1234,442,241
1234,449,222
1234,839,144
1682,1954,298
1682,629,179
1682,1919,129
1682,1121,105
659,847,125
659,639,144
659,921,46
659,799,207
1646,1689,301
1646,1539,104
1646,1271,135
1909,2026,77
1909,2001,81
535,1643,16
535,1006,62
535,1482,29
812,1160,473
812,1312,113
812,1702,116
812,1161,87
355,593,402
355,591,135
355,225,265
120,1717,263
112,1840,84
172,565,202
342,569,12
342,1713,412
342,989,94
2020,187,11
2020,24,32
827,1780,185
827,1648,71
1297,472,214
1297,739,67
1896,618,183
1555,801,394
1555,2022,126
1472,967,66
1892,1873,77
566,1796,84
999,507,332
526,878,55
526,620,118
526,1880,98
620,526,118
205,898,142
205,704,202
205,1435,116
704,205,202
704,1185,144
704,1910,38
1185,704,144
1185,1864,149
1185,898,58
1695,1999,373
248,1122,76
248,1098,83
248,680,118
1098,248,83
1098,441,55
580,149,114
580,1474,109
946,697,439
946,361,122
1025,1263,140
1025,432,119
1025,1906,95
1885,743,408
1885,309,113
1031,1610,334
1031,1295,168
1031,1164,152
1610,1031,334
1610,1315,210
1764,672,207
1764,727,144
1764,12,271
12,1078,140
12,752,128
12,1764,271
12,463,77
463,418,77
463,12,77
1890,1365,187
1890,1489,138
1489,771,105
1489,241,141
1489,1890,138
1489,65,139
65,1524,190
65,771,242
65,1836,140
65,1489,139
1836,1750,189
1836,1355,258
1836,1613,138
1836,65,140
1613,1836,138
1613,1931,141
1613,1306,259
1931,1613,141
1931,935,205
2039,1077,101
2039,443,170
2039,968,126
2039,1100,133
968,762,94
968,2039,126
1054,1782,107
1054,581,215
1054,1259,162
1782,1054,107
1782,1818,216
1782,940,164
1782,306,125
306,765,119
306,1813,164
306,1782,125
306,637,144
637,306,144
637,1060,128
637,560,163
801,32,132
801,1555,394
801,871,117
871,801,117
871,1511,121
1511,148,394
1511,871,121
1511,1432,119
980,1432,118
980,1531,110
980,1248,394
356,1957,386
356,497,90
356,1531,87
497,1862,109
497,356,90
1862,1589,59
1862,497,109
1862,1138,130
1166,697,282
1166,1834,148
1166,1138,127
1834,1208,249
1834,1166,148
48,736,231
48,559,117
48,1641,115
559,736,113
559,1110,106
559,1236,142
559,48,117
1236,1066,106
1236,559,142
1236,625,143
1236,741,210
625,614,106
625,1992,234
625,1236,143
1961,555,14
1132,502,86
1132,219,180
219,1142,154
219,1132,180
219,1739,107
219,1314,146
1142,1469,129
1142,219,154
1142,348,107
1142,552,145
1469,639,127
1469,1142,129
1469,1411,107
1469,847,145
72,1658,133
72,799,143
72,639,206
445,937,200
445,1901,133
445,1030,143
937,396,134
937,353,73
937,445,200
715,1507,56
715,2052,170
2052,715,170
2064,1279,11
2064,1839,133
1279,2064,11
1279,724,144
1279,817,326
817,531,133
817,1616,144
817,1279,326
128,1587,140
128,1272,125
128,176,109
128,1408,145
176,2046,147
176,672,97
176,128,109
1797,1298,352
1797,365,297
1298,2029,203
1298,1797,352
1298,365,93
1298,1220,92
2029,1486,167
2029,1298,203
2029,1220,250
1486,2029,167
1486,703,165
1486,1215,401
1101,1446,186
1101,1522,173
1101,1370,258
731,170,116
731,1299,383
731,846,155
869,823,254
869,846,165
869,525,166
525,869,166
525,1619,288
525,1152,194
1669,1390,261
1669,86,81
837,834,196
834,1491,66
834,837,196
834,152,111
579,382,862
122,860,275
122,380,56
1066,614,141
1066,1110,143
1066,1236,106
522,688,76
522,1303,68
418,463,77
418,1224,112
1552,1780,31
1552,1194,287
1194,1984,36
1194,1552,287
1780,1552,31
1780,827,185
1780,137,139
1257,1543,115
1257,322,121
2011,1543,85
2011,1726,156
1984,1194,36
1984,1664,124
1984,58,206
1664,1582,136
1664,1984,124
1664,1512,209
1582,514,73
1582,1664,136
1582,1273,208
514,1701,198
514,1582,73
514,374,98
1701,850,107
1701,514,198
1701,890,98
1701,734,105
850,932,296
850,1701,107
850,1749,206
932,1451,56
932,850,296
932,1828,106
1451,240,132
1451,932,56
1451,656,207
1451,33,209
240,1523,225
240,1451,132
240,575,208
240,1520,208
1523,240,225
1523,1754,207
1124,127,170
1124,1190,210
127,1292,206
127,1821,108
127,1124,170
127,735,210
1821,930,115
1821,127,108
1821,1228,206
1821,621,207
930,780,125
930,1821,115
930,331,201
930,369,214
780,1392,212
780,924,113
780,930,125
780,1243,202
924,780,113
924,243,202
924,754,106
1064,1684,176
1064,21,96
1684,1064,176
1684,1998,104
2035,1794,192
2035,951,219
1794,2035,192
1794,1470,113
1470,398,90
1470,1794,113
1470,1118,140
398,1470,90
1089,791,116
1303,2055,85
1303,522,68
1303,290,82
2055,1303,85
644,1252,175
644,382,160
644,910,64
382,644,160
382,359,83
382,579,862
1415,1947,381
1415,2010,68
1415,655,267
1415,1803,304
1812,189,107
1812,452,136
718,343,118
718,1893,202
1368,343,16
1368,1112,123
1368,722,160
1112,1368,123
1112,557,144
18,1103,403
18,1557,218
1557,818,104
1557,18,218
523,1951,189
523,2034,114
2034,879,24
2034,523,114
879,1195,60
879,2034,24
976,815,91
976,1181,310
976,899,91
1181,317,388
1181,976,310
1181,1617,91
1181,917,91
317,740,90
317,1181,388
317,840,92
1577,935,208
1577,1699,123
1827,880,118
1827,2032,152
880,453,239
880,1827,118
880,1288,153
453,878,504
453,880,239
453,338,123
453,107,154
878,526,55
878,453,504
878,2062,123
878,1556,339
1556,1692,166
1556,669,119
1556,878,339
1395,1637,91
1395,38,204
38,630,123
38,1923,268
38,1395,204
1923,378,165
1923,38,268
1923,232,99
2019,634,216
2019,860,112
2019,232,190
860,122,275
860,291,258
860,2019,112
860,1398,133
1398,760,43
1398,1770,163
1398,860,133
134,1134,123
1505,327,98
883,238,101
883,1939,78
1939,1242,222
1939,1197,149
1939,883,78
1197,1939,149
1779,965,403
1779,263,95
609,1182,12
609,1802,327
609,263,96
829,451,44
829,974,5
89,95,115
89,638,63
95,89,115
95,1454,19
95,434,117
95,109,62
434,402,10
434,95,117
1223,1716,66
1716,1223,66
1058,2049,254
1058,1913,156
1058,286,155
2049,1058,254
2049,1798,156
2049,1492,155
2022,1555,126
2022,1859,132
100,1725,173
109,95,62
109,638,115
444,1801,7
393,2042,14
393,944,145
2021,545,67
917,840,387
917,899,361
917,1181,91
917,949,92
840,1846,52
840,917,387
840,703,191
840,317,92
1846,1807,36
1846,351,67
1846,840,52
1807,1994,55
1807,1846,36
1807,1595,273
1994,67,30
1994,1807,55
1994,1606,86
26,972,129
26,67,87
1863,862,232
1863,799,59
1863,1016,142
862,1863,232
862,921,328
1178,370,140
1178,2062,203
370,1178,140
370,4,204
1052,1992,105
1052,1189,104
1052,1033,85
1052,614,235
943,1576,12
943,1680,248
993,790,31
993,164,213
993,1061,109
993,13,32
993,564,65
164,1736,145
164,993,213
164,828,89
164,2027,101
1736,2059,116
1736,246,101
1736,1402,204
1736,164,145
1402,2059,302
1402,797,103
1402,1736,204
1402,273,103
1453,273,106
1453,966,298
1063,662,54
1589,608,129
1589,1862,59
1589,1428,282
608,1589,129
608,1138,27
608,945,283
1777,784,56
784,1777,56
784,1694,143
784,1230,88
784,1516,33
1958,1694,64
2032,1288,116
2032,855,102
2032,1827,152
1288,107,238
1288,2032,116
1288,880,153
1288,320,138
1880,1692,344
1880,526,98
1880,245,138
1880,1714,364
1692,105,70
1692,1556,166
1692,1880,344
105,1692,70
105,448,137
919,1867,88
253,249,21
253,1915,23
253,378,29
249,253,21
249,1082,118
249,270,85
270,1251,202
270,78,150
270,249,85
1528,1435,46
1528,78,172
1528,1174,102
1435,205,116
1435,1528,46
1435,1174,62
115,634,92
115,1725,331
115,1174,75
1725,100,173
1725,115,331
133,1691,81
133,1531,179
133,469,107
1691,1681,128
1691,133,81
1691,1274,400
1681,1691,128
798,1721,119
798,570,159
1347,68,16
1347,1308,174
1347,512,94
1758,1017,313
1017,1758,313
1017,775,111
1459,585,136
1459,1791,144
759,1602,128
759,1988,120
1291,985,181
1291,1314,118
1291,1490,19
985,1291,181
985,1494,44
985,893,107
297,595,66
297,1010,34
168,1087,45
168,1593,61
1593,900,54
1593,400,381
1593,168,61
400,1553,104
400,1593,381
400,1087,455
1553,1724,49
1553,400,104
1553,447,121
1507,1191,107
1507,715,56
1507,844,239
1191,1190,106
1191,1507,107
1191,1265,238
1190,1124,210
1190,1191,106
1190,735,170
1190,1501,77
1572,1562,101
1572,2005,192
951,313,179
951,2035,219
951,410,32
1086,410,112
1086,1086,556
1086,1086,556
1356,1866,91
1629,768,101
1629,574,217
1629,1624,101
574,1005,199
574,1629,217
574,679,103
574,726,100
1005,574,199
1005,190,101
1005,1837,101
577,301,94
577,264,126
1446,1101,186
1616,877,140
1616,817,144
1616,276,289
877,1616,140
1741,933,209
83,1608,110
83,1976,208
872,103,103
872,407,97
872,1608,208
407,1869,103
407,872,97
1869,1816,56
1869,407,103
897,1704,98
476,1578,50
476,292,47
1578,476,50
533,1116,88
533,27,320
1081,1026,165
649,988,72
1224,418,112
1365,1890,187
1365,1585,134
2047,1524,131
2047,1276,122
887,1255,37
1674,406,212
1674,667,89
739,318,60
902,534,115
841,329,208
841,902,115
861,1666,192
861,841,109
1851,861,127
1851,1334,175
126,236,167
1057,126,116
1057,1871,15
1849,1057,115
1849,719,16
140,1849,116
140,628,16
781,80,107
781,971,121
781,187,89
971,1457,66
971,781,121
971,80,335
1457,983,203
1457,971,66
1457,1899,126
983,1457,203
983,626,202
970,1600,1157
970,1947,233
1921,1034,489
1921,452,842
1921,1600,117
1921,1103,118
572,1444,67
572,864,132
1444,1612,142
1444,293,217
