dt2IC,dt2CIdbz,date_first,feature1,feature2,feature3
0,1,20230803220000,0.9166284661575291,-0.6989504394636011,-0.43858571068467656
1,0,20230701110000,-0.15974664036521616,1.2522129097598176,0.35503159817083757
0,0,20230714050000,-1.1866971176879335,0.6546541629080077,-0.954039135544358
0,0,20230725150000,1.530732392537995,0.18465277590460072,0.11025911748890925
0,0,20230709230000,-0.09688582961507466,0.281735063829374,0.12855392339006536
1,0,20230715020000,-1.4095113174731944,1.5683392760301245,-0.37378160519102877
0,1,20230802070000,-0.46681494578978205,-0.1701796665065516,-0.8352857055907584
0,0,20230811060000,-0.4273246825681713,-1.3140673085340397,0.07024857821479363
0,1,20230728120000,0.46169691812421204,1.0871951843953045,-0.054981143300898205
1,1,20230704080000,2.347047483372731,0.18183903720506076,-0.4658220789196091
0,0,20230731060000,0.5224186132825649,0.953671678165781,-1.0338144701807501
0,0,20230721040000,0.2068438519965253,-0.044764807386507684,0.012477049335467458
0,1,20230716130000,2.455776199562555,-0.8386895237038932,-0.4633223648366058
0,0,20230810150000,0.9788935399127254,0.4028217210829767,-1.0346576204369333
1,0,20230730130000,0.2542492041349285,0.010175070741430444,0.04352981075811124
0,1,20230709070000,-0.479411858818095,0.18494228287440923,1.608305472055386
1,1,20230723080000,0.31620007620456086,1.6165704941174162,-0.3668276659070778
1,0,20230720090000,-0.06639040409313654,-1.0987024773847005,1.4977765412420228
1,1,20230704160000,0.09143412755899637,0.2859186604759825,2.1143317147300955
0,0,20230712030000,1.3144024247694728,-0.8189966901586768,-0.9534189023776751
1,0,20230728060000,-0.5403221831374881,-2.590545973120058,0.009044208198964412
0,0,20230724180000,0.5135407081635137,-0.0489651890222238,2.1037319178163094
1,1,20230808090000,0.948939989837594,0.031022936999807037,-0.12107996140904402
1,1,20230721080000,-0.6621125168244095,0.6235221029507587,0.03681214576539992
1,1,20230806120000,-0.822621415489101,-0.21754074858394365,-1.6700054743748918
1,1,20230723090000,-0.15034192258090356,-1.4890003551239719,-0.5316619003196678
1,1,20230702220000,-0.4616295902564609,-0.8224315772548629,0.5555886846689371
1,0,20230712230000,1.152332608741504,1.3169588366867038,2.42928264295125
1,0,20230802090000,-1.0017682785646547,-0.8366279292906311,-0.19600683347169046
