Date,Ticker,Close
2022-01-03,AAPL,249.81604753894499
2022-01-04,AAPL,480.2857225639665
2022-01-05,AAPL,392.797576724562
2022-01-06,AAPL,339.46339367881467
2022-01-07,AAPL,162.40745617697462
2022-01-10,AAPL,162.39780813448107
2022-01-11,AAPL,123.23344486727979
2022-01-12,AAPL,446.47045830997405
2022-01-13,AAPL,340.4460046972835
2022-01-14,AAPL,383.2290311184182
2022-01-17,AAPL,108.23379771832097
2022-01-18,AAPL,487.96394086479773
2022-01-19,AAPL,432.9770563201687
2022-01-20,AAPL,184.93564427131048
2022-01-21,AAPL,172.72998688284025
2022-01-24,AAPL,173.36180394137352
2022-01-25,AAPL,221.69689718381508
2022-01-26,AAPL,309.9025726528952
2022-01-27,AAPL,272.7780074568463
2022-01-28,AAPL,216.49165607921677
2022-01-31,AAPL,344.74115788895176
2022-02-01,AAPL,155.79754426081672
2022-02-02,AAPL,216.85785941408727
2022-02-03,AAPL,246.5447373174767
2022-02-04,AAPL,282.4279936868144
2022-02-07,AAPL,414.07038455720544
2022-02-08,AAPL,179.8695128633439
2022-02-09,AAPL,305.69377536544465
2022-02-10,AAPL,336.965827544817
2022-02-11,AAPL,118.58016508799909
2022-02-14,AAPL,343.01794076057536
2022-02-15,AAPL,168.2096494749166
2022-02-16,AAPL,126.0206371941118
2022-02-17,AAPL,479.5542149013333
2022-02-18,AAPL,486.25281322982374
2022-02-21,AAPL,423.35893924658444
2022-02-22,AAPL,221.84550766934828
2022-02-23,AAPL,139.06884560255355
2022-02-24,AAPL,373.69321060486277
2022-02-25,AAPL,276.0609974958405
2022-02-28,AAPL,148.81529393791152
2022-03-01,AAPL,298.0707640445081
2022-03-02,AAPL,113.75540844608736
2022-03-03,AAPL,463.7281608315128
2022-03-04,AAPL,203.51199264000678
2022-03-07,AAPL,365.0089137415928
2022-03-08,AAPL,224.6844304357644
2022-03-09,AAPL,308.0272084711243
2022-03-10,AAPL,318.68411173731187
2022-03-11,AAPL,173.94178221021082
2022-03-14,AAPL,487.83385110582344
2022-03-15,AAPL,410.05312934444584
2022-03-16,AAPL,475.7995766256756
2022-03-17,AAPL,457.93094017105955
2022-03-18,AAPL,339.1599915244341
2022-03-21,AAPL,468.74969400924675
2022-03-22,AAPL,135.3970008207678
2022-03-23,AAPL,178.3931449676581
2022-03-24,AAPL,118.09091556421522
2022-03-25,AAPL,230.13213230530573
2022-03-28,AAPL,255.4709158757928
2022-03-29,AAPL,208.53961270955836
2022-03-30,AAPL,431.4950036607717
2022-03-31,AAPL,242.70133067743572
2022-04-01,AAPL,212.3738038749523
2022-04-04,AAPL,317.0784332632994
2022-04-05,AAPL,156.36968998990505
2022-04-06,AAPL,420.8787923016159
2022-04-07,AAPL,129.82025747190832
2022-04-08,AAPL,494.7547746402069
2022-04-11,AAPL,408.89790771866296
2022-04-12,AAPL,179.48627261366897
2022-04-13,AAPL,102.20884684944096
2022-04-14,AAPL,426.18457138193367
2022-04-15,AAPL,382.74293753904686
2022-04-18,AAPL,391.60286721639494
2022-04-19,AAPL,408.5081386743783
2022-04-20,AAPL,129.61786069363615
2022-04-21,AAPL,243.38629141770903
2022-04-22,AAPL,146.34762381005189
2022-04-25,AAPL,445.2413703502374
2022-04-26,AAPL,349.3192507310232
2022-04-27,AAPL,232.35920994105967
2022-04-28,AAPL,125.42334011440946
2022-04-29,AAPL,224.3929286862649
2022-05-02,AAPL,230.07332881069883
2022-05-03,AAPL,391.84247133522564
2022-05-04,AAPL,355.0229885420853
2022-05-05,AAPL,454.88509703053063
2022-05-06,AAPL,288.8859700647797
2022-05-09,AAPL,147.83769837532068
2022-05-10,AAPL,385.297914889198
2022-05-11,AAPL,404.31401944675895
2022-05-12,AAPL,324.5108790277985
2022-05-13,AAPL,408.3868719818244
2022-05-16,AAPL,297.5182385457563
2022-05-17,AAPL,309.0931317527976
2022-05-18,AAPL,271.0164073434198
2022-05-19,AAPL,110.16765069763808
2022-05-20,AAPL,143.15657079732176
2022-05-23,AAPL,112.5716742746937
2022-05-24,AAPL,354.56416450551217
2022-05-25,AAPL,225.74239243053069
2022-05-26,AAPL,303.42827646588114
2022-05-27,AAPL,463.0265895704372
2022-05-30,AAPL,199.71689165954996
2022-05-31,AAPL,264.1531692142519
2022-06-01,AAPL,402.22045541721945
2022-06-02,AAPL,191.51926619664897
2022-06-03,AAPL,130.7919639315172
2022-06-06,AAPL,215.90058116550722
2022-06-07,AAPL,164.48851490160177
2022-06-08,AAPL,471.87906093702924
