X,Y,ff,ft,tt,tf
-2.50919762305275,-1.9928674632033871,-1.05402839776555,0.16522112356051666,0.7257416006373061,-0.04192429402994299
9.014286128198322,8.943058720127095,-0.42314905739766495,-0.4470477134464894,-0.468786195671739,1.424255434174656
4.639878836228101,-1.870745640958555,-1.221320416976968,0.13339368906186264,0.09410544697352578,-0.7603370599397531
1.973169683940732,5.436720704602198,1.5434341500847584,0.6166610020245605,0.3101333597946815,0.1717602714011079
-6.87962719115127,-0.32245470871481885,0.22803931728507437,-0.5896229202826508,-0.3190608615485906,-1.5182838561773333
-6.880109593275947,7.950646530441681,-0.6793473456839911,0.1508787590677575,0.8361920722583086,-0.5956348468405114
-8.83832775663601,8.155224873003572,-0.7877629636540744,0.01946075653706103,-0.8660360472499244,-0.2327737468152274
7.323522915498703,-8.251663842578322,0.6558342959389805,-0.3882685647561652,-0.48359272310950296,1.1677778879994283
2.0223002348641756,8.729866626204515,0.011885661073804302,-0.509848892842678,-0.3129111158539967,1.7761733923153515
4.161451555920909,6.510696830408314,0.07953940343557171,-0.9240387923752132,-0.24496159432980796,-1.8832761058440317
-9.588310114083951,5.826214286253338,1.0212569819831587,0.1224460787950246,0.20022938432422788,-0.9088147477832624
9.398197043239886,-5.981773206289551,1.117076553913346,-0.09620478438582102,-0.39067039859056074,-0.7882489672794843
6.648852816008436,6.102384175093299,1.3377785514661293,0.21690154603841674,0.01248135788468499,-0.6077903996471525
-5.753217786434477,7.0026546937007375,1.1669281633536894,0.5349497040774576,0.5376201292126577,-0.24373669503402212
-6.363500655857988,-4.2169933109169815,-0.49973929262769845,0.055243208806827024,0.9545414895558413,0.5045902392322545
-6.331909802931324,9.045201567246476,-1.0179907473284975,0.05860634677002634,0.15764279071436008,0.9672741080338443
-3.9151551408092455,-9.002797072016715,-0.33602978526600213,-0.807030639318559,0.1921873206034837,1.5347824302723483
0.49512863264475726,-7.001814935057206,1.1385761346306214,0.3935197581852432,-0.7147394721144937,-0.32254194587471885
-1.3610996271576852,0.751622761030287,-0.0741081311137558,-0.5988355202287216,0.12190911772914435,-1.8199713898526253
-4.175417196039161,1.5158494224461947,0.9526018427630351,0.1621377202956602,-0.2685687520707601,0.6578971959151322
2.23705789444759,2.903001666018067,-0.17475823366106455,-0.6970346157064796,-0.10004251684507007,1.8156688872648468
-7.210122786959163,-9.660617413690671,-1.7970932174368464,0.664697521548224,0.30982368546958206,0.21175166309840382
-4.157107029295637,9.207335492442606,-0.09748566777554103,-0.7984298645481562,-0.139174435769421,1.9022871416445104
-2.672763134126166,-9.10823814531712,-1.374137009185157,0.49615256001962776,0.41417926949145545,0.6266363238219745
-0.8786003156592805,-7.138760945531953,-0.08484538982505367,-0.6842972851370381,-0.2745046129665074,-1.3481828753167409
5.703519227860273,-9.71970964947886,-1.493082085941638,0.41196611933027344,0.23225462560304047,0.4954233544669917
-6.006524356832806,1.3371686658818938,0.5915330831814294,0.1520510486912886,0.8819124232434311,-0.1661591709259385
0.28468876827223255,8.645337678419445,-0.42813786940794074,-0.11217224283389916,0.5428087035733463,0.9614673008729197
1.8482913772408498,3.318943321609284,-0.12036375244013366,-1.101517582924116,0.01742443529639436,2.0425168770418916
-9.070991745600045,6.453149369608546,0.5778965488029564,-0.26195778220899724,-0.15048160318601067,-1.4488637282790824
2.1508970380287664,-9.7343759308284,-0.3139505514686679,-0.7871110710602061,0.03610009501070652,1.7980307274162708
-6.58951752625417,0.840305969594521,0.5683530265960113,-0.12311290771293971,0.5806743266349951,-0.9168521538435138
-8.69896814029441,-0.8087404498895623,0.11294424565390536,-0.5217059226428382,0.5470555826807684,-1.3098661876935023
8.977710745066666,-0.020641115584139058,1.3491027803821902,0.49674910627891167,-0.16281964997526394,-0.5305844987832352
9.312640661491187,-8.555736293296242,-0.5618407871101173,0.012143286509229592,0.7162376303989498,0.8173524343436126
6.167946962329221,3.6887072213861494,-1.03270025267618,0.06306572931177985,-0.4856351772047467,0.7571200834216332
